Fecha,CUT,Comuna,Region,Confirmados Acumulados
18-03-2020,15101,Arica,Arica y Parinacota,1
19-03-2020,15101,Arica,Arica y Parinacota,1
20-03-2020,15101,Arica,Arica y Parinacota,1
21-03-2020,15101,Arica,Arica y Parinacota,1
22-03-2020,15101,Arica,Arica y Parinacota,2
23-03-2020,15101,Arica,Arica y Parinacota,2
24-03-2020,15101,Arica,Arica y Parinacota,2
25-03-2020,15101,Arica,Arica y Parinacota,2
26-03-2020,15101,Arica,Arica y Parinacota,3
27-03-2020,15101,Arica,Arica y Parinacota,3
28-03-2020,15101,Arica,Arica y Parinacota,3
29-03-2020,15101,Arica,Arica y Parinacota,6
30-03-2020,15101,Arica,Arica y Parinacota,6
31-03-2020,15101,Arica,Arica y Parinacota,6
01-04-2020,15101,Arica,Arica y Parinacota,7
02-04-2020,15101,Arica,Arica y Parinacota,11
03-04-2020,15101,Arica,Arica y Parinacota,12
04-04-2020,15101,Arica,Arica y Parinacota,28
05-04-2020,15101,Arica,Arica y Parinacota,32
06-04-2020,15101,Arica,Arica y Parinacota,54
07-04-2020,15101,Arica,Arica y Parinacota,54
08-04-2020,15101,Arica,Arica y Parinacota,63
09-04-2020,15101,Arica,Arica y Parinacota,75
10-04-2020,15101,Arica,Arica y Parinacota,87
11-04-2020,15101,Arica,Arica y Parinacota,107
31-03-2020,1107,Alto Hospicio,Tarapacá,2
01-04-2020,1107,Alto Hospicio,Tarapacá,2
02-04-2020,1107,Alto Hospicio,Tarapacá,3
03-04-2020,1107,Alto Hospicio,Tarapacá,3
04-04-2020,1107,Alto Hospicio,Tarapacá,3
05-04-2020,1107,Alto Hospicio,Tarapacá,4
06-04-2020,1107,Alto Hospicio,Tarapacá,5
07-04-2020,1107,Alto Hospicio,Tarapacá,7
08-04-2020,1107,Alto Hospicio,Tarapacá,7
09-04-2020,1107,Alto Hospicio,Tarapacá,8
10-04-2020,1107,Alto Hospicio,Tarapacá,9
11-04-2020,1107,Alto Hospicio,Tarapacá,9
04-04-2020,1405,Pica,Tarapacá,1
05-04-2020,1405,Pica,Tarapacá,1
06-04-2020,1405,Pica,Tarapacá,1
07-04-2020,1405,Pica,Tarapacá,1
08-04-2020,1405,Pica,Tarapacá,1
09-04-2020,1405,Pica,Tarapacá,2
10-04-2020,1405,Pica,Tarapacá,3
11-04-2020,1405,Pica,Tarapacá,5
05-04-2020,1401,Pozo Almonte,Tarapacá,2
06-04-2020,1401,Pozo Almonte,Tarapacá,2
07-04-2020,1401,Pozo Almonte,Tarapacá,2
08-04-2020,1401,Pozo Almonte,Tarapacá,2
09-04-2020,1401,Pozo Almonte,Tarapacá,2
10-04-2020,1401,Pozo Almonte,Tarapacá,2
11-04-2020,1401,Pozo Almonte,Tarapacá,2
22-03-2020,1101,Iquique,Tarapacá,1
23-03-2020,1101,Iquique,Tarapacá,4
24-03-2020,1101,Iquique,Tarapacá,4
25-03-2020,1101,Iquique,Tarapacá,5
26-03-2020,1101,Iquique,Tarapacá,5
27-03-2020,1101,Iquique,Tarapacá,5
28-03-2020,1101,Iquique,Tarapacá,6
29-03-2020,1101,Iquique,Tarapacá,8
30-03-2020,1101,Iquique,Tarapacá,8
31-03-2020,1101,Iquique,Tarapacá,9
01-04-2020,1101,Iquique,Tarapacá,9
02-04-2020,1101,Iquique,Tarapacá,10
03-04-2020,1101,Iquique,Tarapacá,12
04-04-2020,1101,Iquique,Tarapacá,13
05-04-2020,1101,Iquique,Tarapacá,13
06-04-2020,1101,Iquique,Tarapacá,13
07-04-2020,1101,Iquique,Tarapacá,13
08-04-2020,1101,Iquique,Tarapacá,16
09-04-2020,1101,Iquique,Tarapacá,17
10-04-2020,1101,Iquique,Tarapacá,21
11-04-2020,1101,Iquique,Tarapacá,22
19-03-2020,2101,Antofagasta,Antofagasta,2
20-03-2020,2101,Antofagasta,Antofagasta,6
21-03-2020,2101,Antofagasta,Antofagasta,7
22-03-2020,2101,Antofagasta,Antofagasta,7
23-03-2020,2101,Antofagasta,Antofagasta,9
24-03-2020,2101,Antofagasta,Antofagasta,15
25-03-2020,2101,Antofagasta,Antofagasta,16
26-03-2020,2101,Antofagasta,Antofagasta,17
27-03-2020,2101,Antofagasta,Antofagasta,18
28-03-2020,2101,Antofagasta,Antofagasta,22
29-03-2020,2101,Antofagasta,Antofagasta,29
30-03-2020,2101,Antofagasta,Antofagasta,29
31-03-2020,2101,Antofagasta,Antofagasta,29
01-04-2020,2101,Antofagasta,Antofagasta,32
02-04-2020,2101,Antofagasta,Antofagasta,38
03-04-2020,2101,Antofagasta,Antofagasta,44
04-04-2020,2101,Antofagasta,Antofagasta,44
05-04-2020,2101,Antofagasta,Antofagasta,49
06-04-2020,2101,Antofagasta,Antofagasta,54
07-04-2020,2101,Antofagasta,Antofagasta,54
08-04-2020,2101,Antofagasta,Antofagasta,59
09-04-2020,2101,Antofagasta,Antofagasta,69
10-04-2020,2101,Antofagasta,Antofagasta,82
11-04-2020,2101,Antofagasta,Antofagasta,87
14-03-2020,2201,Calama,Antofagasta,2
15-03-2020,2201,Calama,Antofagasta,2
16-03-2020,2201,Calama,Antofagasta,2
17-03-2020,2201,Calama,Antofagasta,2
18-03-2020,2201,Calama,Antofagasta,2
19-03-2020,2201,Calama,Antofagasta,2
20-03-2020,2201,Calama,Antofagasta,2
21-03-2020,2201,Calama,Antofagasta,2
22-03-2020,2201,Calama,Antofagasta,2
23-03-2020,2201,Calama,Antofagasta,2
24-03-2020,2201,Calama,Antofagasta,2
25-03-2020,2201,Calama,Antofagasta,2
26-03-2020,2201,Calama,Antofagasta,2
27-03-2020,2201,Calama,Antofagasta,3
28-03-2020,2201,Calama,Antofagasta,3
29-03-2020,2201,Calama,Antofagasta,3
30-03-2020,2201,Calama,Antofagasta,3
31-03-2020,2201,Calama,Antofagasta,3
01-04-2020,2201,Calama,Antofagasta,3
02-04-2020,2201,Calama,Antofagasta,5
03-04-2020,2201,Calama,Antofagasta,5
04-04-2020,2201,Calama,Antofagasta,6
05-04-2020,2201,Calama,Antofagasta,6
06-04-2020,2201,Calama,Antofagasta,7
07-04-2020,2201,Calama,Antofagasta,8
08-04-2020,2201,Calama,Antofagasta,9
09-04-2020,2201,Calama,Antofagasta,12
10-04-2020,2201,Calama,Antofagasta,13
11-04-2020,2201,Calama,Antofagasta,15
19-03-2020,2301,Tocopilla,Antofagasta,2
20-03-2020,2301,Tocopilla,Antofagasta,2
21-03-2020,2301,Tocopilla,Antofagasta,2
22-03-2020,2301,Tocopilla,Antofagasta,2
23-03-2020,2301,Tocopilla,Antofagasta,2
24-03-2020,2301,Tocopilla,Antofagasta,2
25-03-2020,2301,Tocopilla,Antofagasta,2
26-03-2020,2301,Tocopilla,Antofagasta,2
27-03-2020,2301,Tocopilla,Antofagasta,2
28-03-2020,2301,Tocopilla,Antofagasta,2
29-03-2020,2301,Tocopilla,Antofagasta,2
30-03-2020,2301,Tocopilla,Antofagasta,2
31-03-2020,2301,Tocopilla,Antofagasta,2
01-04-2020,2301,Tocopilla,Antofagasta,2
02-04-2020,2301,Tocopilla,Antofagasta,2
03-04-2020,2301,Tocopilla,Antofagasta,2
04-04-2020,2301,Tocopilla,Antofagasta,2
05-04-2020,2301,Tocopilla,Antofagasta,2
06-04-2020,2301,Tocopilla,Antofagasta,2
07-04-2020,2301,Tocopilla,Antofagasta,2
08-04-2020,2301,Tocopilla,Antofagasta,2
09-04-2020,2301,Tocopilla,Antofagasta,2
10-04-2020,2301,Tocopilla,Antofagasta,2
11-04-2020,2301,Tocopilla,Antofagasta,2
06-04-2020,2102,Mejillones,Antofagasta,1
07-04-2020,2102,Mejillones,Antofagasta,1
08-04-2020,2102,Mejillones,Antofagasta,2
09-04-2020,2102,Mejillones,Antofagasta,4
10-04-2020,2102,Mejillones,Antofagasta,6
11-04-2020,2102,Mejillones,Antofagasta,6
08-04-2020,2104,Taltal,Antofagasta,1
09-04-2020,2104,Taltal,Antofagasta,1
10-04-2020,2104,Taltal,Antofagasta,3
11-04-2020,2104,Taltal,Antofagasta,3
30-03-2020,2203,San Pedro de Atacama,Antofagasta,1
31-03-2020,2203,San Pedro de Atacama,Antofagasta,1
01-04-2020,2203,San Pedro de Atacama,Antofagasta,2
02-04-2020,2203,San Pedro de Atacama,Antofagasta,2
03-04-2020,2203,San Pedro de Atacama,Antofagasta,3
04-04-2020,2203,San Pedro de Atacama,Antofagasta,3
05-04-2020,2203,San Pedro de Atacama,Antofagasta,3
06-04-2020,2203,San Pedro de Atacama,Antofagasta,4
07-04-2020,2203,San Pedro de Atacama,Antofagasta,4
08-04-2020,2203,San Pedro de Atacama,Antofagasta,4
09-04-2020,2203,San Pedro de Atacama,Antofagasta,4
10-04-2020,2203,San Pedro de Atacama,Antofagasta,4
11-04-2020,2203,San Pedro de Atacama,Antofagasta,4
15-03-2020,3101,Copiapó,Atacama,1
16-03-2020,3101,Copiapó,Atacama,1
17-03-2020,3101,Copiapó,Atacama,1
18-03-2020,3101,Copiapó,Atacama,1
19-03-2020,3101,Copiapó,Atacama,1
20-03-2020,3101,Copiapó,Atacama,1
21-03-2020,3101,Copiapó,Atacama,1
22-03-2020,3101,Copiapó,Atacama,1
23-03-2020,3101,Copiapó,Atacama,1
24-03-2020,3101,Copiapó,Atacama,1
25-03-2020,3101,Copiapó,Atacama,1
26-03-2020,3101,Copiapó,Atacama,1
27-03-2020,3101,Copiapó,Atacama,1
28-03-2020,3101,Copiapó,Atacama,1
29-03-2020,3101,Copiapó,Atacama,1
30-03-2020,3101,Copiapó,Atacama,1
31-03-2020,3101,Copiapó,Atacama,1
01-04-2020,3101,Copiapó,Atacama,2
02-04-2020,3101,Copiapó,Atacama,2
03-04-2020,3101,Copiapó,Atacama,4
04-04-2020,3101,Copiapó,Atacama,4
05-04-2020,3101,Copiapó,Atacama,4
06-04-2020,3101,Copiapó,Atacama,4
07-04-2020,3101,Copiapó,Atacama,5
08-04-2020,3101,Copiapó,Atacama,5
09-04-2020,3101,Copiapó,Atacama,5
10-04-2020,3101,Copiapó,Atacama,8
11-04-2020,3101,Copiapó,Atacama,8
07-04-2020,3103,Tierra Amarilla,Atacama,1
08-04-2020,3103,Tierra Amarilla,Atacama,2
09-04-2020,3103,Tierra Amarilla,Atacama,4
10-04-2020,3103,Tierra Amarilla,Atacama,4
11-04-2020,3103,Tierra Amarilla,Atacama,4
28-03-2020,3202,Diego de Almagro,Atacama,1
29-03-2020,3202,Diego de Almagro,Atacama,1
30-03-2020,3202,Diego de Almagro,Atacama,1
31-03-2020,3202,Diego de Almagro,Atacama,1
01-04-2020,3202,Diego de Almagro,Atacama,1
02-04-2020,3202,Diego de Almagro,Atacama,1
03-04-2020,3202,Diego de Almagro,Atacama,1
04-04-2020,3202,Diego de Almagro,Atacama,1
05-04-2020,3202,Diego de Almagro,Atacama,1
06-04-2020,3202,Diego de Almagro,Atacama,1
07-04-2020,3202,Diego de Almagro,Atacama,1
08-04-2020,3202,Diego de Almagro,Atacama,1
09-04-2020,3202,Diego de Almagro,Atacama,1
10-04-2020,3202,Diego de Almagro,Atacama,1
11-04-2020,3202,Diego de Almagro,Atacama,1
18-03-2020,4102,Coquimbo,Coquimbo,2
19-03-2020,4102,Coquimbo,Coquimbo,2
20-03-2020,4102,Coquimbo,Coquimbo,2
21-03-2020,4102,Coquimbo,Coquimbo,4
22-03-2020,4102,Coquimbo,Coquimbo,5
23-03-2020,4102,Coquimbo,Coquimbo,8
24-03-2020,4102,Coquimbo,Coquimbo,9
25-03-2020,4102,Coquimbo,Coquimbo,10
26-03-2020,4102,Coquimbo,Coquimbo,10
27-03-2020,4102,Coquimbo,Coquimbo,10
28-03-2020,4102,Coquimbo,Coquimbo,10
29-03-2020,4102,Coquimbo,Coquimbo,11
30-03-2020,4102,Coquimbo,Coquimbo,17
31-03-2020,4102,Coquimbo,Coquimbo,18
01-04-2020,4102,Coquimbo,Coquimbo,19
02-04-2020,4102,Coquimbo,Coquimbo,19
03-04-2020,4102,Coquimbo,Coquimbo,19
04-04-2020,4102,Coquimbo,Coquimbo,19
05-04-2020,4102,Coquimbo,Coquimbo,19
06-04-2020,4102,Coquimbo,Coquimbo,19
07-04-2020,4102,Coquimbo,Coquimbo,19
08-04-2020,4102,Coquimbo,Coquimbo,20
09-04-2020,4102,Coquimbo,Coquimbo,20
10-04-2020,4102,Coquimbo,Coquimbo,20
11-04-2020,4102,Coquimbo,Coquimbo,20
24-03-2020,4301,Ovalle,Coquimbo,1
25-03-2020,4301,Ovalle,Coquimbo,1
26-03-2020,4301,Ovalle,Coquimbo,1
27-03-2020,4301,Ovalle,Coquimbo,1
28-03-2020,4301,Ovalle,Coquimbo,2
29-03-2020,4301,Ovalle,Coquimbo,3
30-03-2020,4301,Ovalle,Coquimbo,4
31-03-2020,4301,Ovalle,Coquimbo,4
01-04-2020,4301,Ovalle,Coquimbo,4
02-04-2020,4301,Ovalle,Coquimbo,4
03-04-2020,4301,Ovalle,Coquimbo,4
04-04-2020,4301,Ovalle,Coquimbo,7
05-04-2020,4301,Ovalle,Coquimbo,7
06-04-2020,4301,Ovalle,Coquimbo,7
07-04-2020,4301,Ovalle,Coquimbo,7
08-04-2020,4301,Ovalle,Coquimbo,7
09-04-2020,4301,Ovalle,Coquimbo,8
10-04-2020,4301,Ovalle,Coquimbo,8
11-04-2020,4301,Ovalle,Coquimbo,8
30-03-2020,4101,La Serena,Coquimbo,2
31-03-2020,4101,La Serena,Coquimbo,2
01-04-2020,4101,La Serena,Coquimbo,3
02-04-2020,4101,La Serena,Coquimbo,3
03-04-2020,4101,La Serena,Coquimbo,8
04-04-2020,4101,La Serena,Coquimbo,11
05-04-2020,4101,La Serena,Coquimbo,11
06-04-2020,4101,La Serena,Coquimbo,12
07-04-2020,4101,La Serena,Coquimbo,12
08-04-2020,4101,La Serena,Coquimbo,12
09-04-2020,4101,La Serena,Coquimbo,12
10-04-2020,4101,La Serena,Coquimbo,12
11-04-2020,4101,La Serena,Coquimbo,12
19-03-2020,4204,Salamanca,Coquimbo,1
20-03-2020,4204,Salamanca,Coquimbo,1
21-03-2020,4204,Salamanca,Coquimbo,1
22-03-2020,4204,Salamanca,Coquimbo,1
23-03-2020,4204,Salamanca,Coquimbo,1
24-03-2020,4204,Salamanca,Coquimbo,1
25-03-2020,4204,Salamanca,Coquimbo,1
26-03-2020,4204,Salamanca,Coquimbo,1
27-03-2020,4204,Salamanca,Coquimbo,1
28-03-2020,4204,Salamanca,Coquimbo,2
29-03-2020,4204,Salamanca,Coquimbo,2
30-03-2020,4204,Salamanca,Coquimbo,2
31-03-2020,4204,Salamanca,Coquimbo,2
01-04-2020,4204,Salamanca,Coquimbo,2
02-04-2020,4204,Salamanca,Coquimbo,2
03-04-2020,4204,Salamanca,Coquimbo,3
04-04-2020,4204,Salamanca,Coquimbo,3
05-04-2020,4204,Salamanca,Coquimbo,4
06-04-2020,4204,Salamanca,Coquimbo,4
07-04-2020,4204,Salamanca,Coquimbo,4
08-04-2020,4204,Salamanca,Coquimbo,4
09-04-2020,4204,Salamanca,Coquimbo,6
10-04-2020,4204,Salamanca,Coquimbo,6
11-04-2020,4204,Salamanca,Coquimbo,6
26-03-2020,4203,Los Vilos,Coquimbo,1
27-03-2020,4203,Los Vilos,Coquimbo,1
28-03-2020,4203,Los Vilos,Coquimbo,1
29-03-2020,4203,Los Vilos,Coquimbo,1
30-03-2020,4203,Los Vilos,Coquimbo,1
31-03-2020,4203,Los Vilos,Coquimbo,1
01-04-2020,4203,Los Vilos,Coquimbo,1
02-04-2020,4203,Los Vilos,Coquimbo,1
03-04-2020,4203,Los Vilos,Coquimbo,1
04-04-2020,4203,Los Vilos,Coquimbo,1
